City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,alice springs,-23.7,133.8833,20.75,94,100,2.06,AU,1700181825
84,kimberley,-28.7323,24.7623,17.83,72,100,3.09,ZA,1700181826
85,lensk,60.7253,114.9278,-2.64,90,100,5.26,RU,1700181826
86,sylacauga,33.1732,-86.2516,19.02,72,100,1.54,US,1700181826
87,san patricio,28.017,-97.5169,18.92,78,99,1.62,US,1700181676
88,lihue,21.9789,-159.3672,29.58,61,40,6.17,US,1700181604
89,flying fish cove,-10.4217,105.6791,25.82,88,75,3.6,CX,1700181718
90,sinabang,2.4803,96.3801,25.79,86,100,1.29,ID,1700181711
91,queenstown,-31.8976,26.8753,16.23,68,100,0.73,ZA,1700181610
92,daru,-9.0763,143.2092,29.3,61,9,4.35,PG,1700181782
93,touros,-5.1989,-35.4608,26.26,72,14,5.9,BR,1700181721
94,petropavlovka,50.6114,105.3196,-10.96,93,16,1.16,RU,1700181828
95,katsuura,35.1333,140.3,15.01,81,100,9.44,JP,1700181709
96,kapa'a,22.0752,-159.319,29.99,70,40,6.17,US,1700181617
97,bantogon,6.5333,124.0333,26.45,80,100,1.9,PH,1700181829
98,margate,51.3813,1.3862,7.61,91,100,2.68,GB,1700181628
99,taulaga,-11.0553,-171.0883,29.12,72,20,2.04,AS,1700181829
100,cockburn town,21.4612,-71.1419,28.18,76,100,10.31,TC,1700181764
101,pangody,65.85,74.4859,-17.97,92,100,3.6,RU,1700181830
102,dudinka,69.4058,86.1778,-22.33,99,83,4.78,RU,1700181824
103,punta del este,-34.9667,-54.95,17.15,67,0,1.54,UY,1700181831
104,kitee,62.1,30.15,-6.55,94,43,0.19,FI,1700181831
105,douentza,14.9951,-2.9517,26.88,29,98,1.61,ML,1700181831
106,bel ombre,-4.6167,55.4167,24.91,94,20,1.03,SC,1700181821
107,salinopolis,-0.6136,-47.3561,27.62,77,6,6.25,BR,1700181832
108,vernon,50.2581,-119.2691,2.64,79,15,1.54,CA,1700181761
109,imbituba,-28.24,-48.6703,23.25,99,100,1.11,BR,1700181625
110,chebba,35.2372,11.115,18.83,71,25,4.1,TN,1700181832
111,udachny,66.4167,112.4,-10.86,92,100,3.65,RU,1700181622
112,talnakh,69.4865,88.3972,-21.18,98,85,2.56,RU,1700181667
113,kirkwall,58.9848,-2.9587,5.54,81,100,1.03,GB,1700181833
114,chapaev,50.2,51.1667,5.53,87,100,2.45,KZ,1700181833
115,twon-brass,4.3151,6.2418,27.3,82,57,3.7,NG,1700181834
116,fougamou,-1.2154,10.5838,23.09,99,100,0.53,GA,1700181834
117,aasiaat,68.7098,-52.8699,-13.43,99,93,2.52,GL,1700181715
118,qaqortoq,60.7167,-46.0333,-7.45,74,19,3.42,GL,1700181627
119,satun,6.8333,100.0,25.0,85,99,1.63,TH,1700181835
120,sabang,5.8933,95.3214,27.4,78,100,1.5,ID,1700181655
121,lampang,18.3333,99.5,23.95,78,75,2.57,TH,1700181835
122,trincomalee,8.5711,81.2335,26.16,86,99,2.82,LK,1700181835
123,phan thiet,10.9333,108.1,26.47,79,93,4.21,VN,1700181836
124,tallinn,59.437,24.7535,-1.7,76,40,1.03,EE,1700181787
125,lhokseumawe,5.1801,97.1507,26.81,82,100,0.89,ID,1700181836
126,chernyshevsk,52.5243,117.0174,-12.47,78,94,1.84,RU,1700181836
127,jiuquan,39.7432,98.5174,-0.03,20,0,0.22,CN,1700181837
128,egilsstadir,65.2653,-14.3948,-5.05,93,40,1.03,IS,1700181837
129,olonkinbyen,70.9221,-8.7187,-2.56,78,100,2.85,SJ,1700181661
130,kelibia,36.8476,11.0939,17.14,88,0,1.03,TN,1700181837
131,college,64.8569,-147.8028,-5.31,84,75,0.0,US,1700181381
132,buka,40.8108,69.1986,12.83,19,100,0.4,UZ,1700181838
133,vyazemskiy,47.5378,134.7525,-1.42,96,100,5.02,RU,1700181838
134,zastron,-30.3023,27.084,15.39,62,100,2.24,ZA,1700181838
135,banjarmasin,-3.3244,114.591,27.08,74,97,1.18,ID,1700181839
136,natal,-5.795,-35.2094,27.12,74,40,4.12,BR,1700181440
137,victoria,22.2855,114.1577,18.47,40,6,5.36,HK,1700181601
138,guerrero negro,27.9769,-114.0611,21.0,87,100,7.27,MX,1700181741
139,la palma,33.8464,-118.0467,22.73,76,20,4.12,US,1700181840
140,walvis bay,-22.9575,14.5053,16.72,94,0,0.0,NA,1700181725
141,chibougamau,49.9168,-74.3659,2.79,70,100,8.23,CA,1700181840
142,hawaiian paradise park,19.5933,-154.9731,24.94,88,100,4.12,US,1700181672
143,jamestown,42.097,-79.2353,13.73,46,0,4.12,US,1700181319
144,hamilton,39.1834,-84.5333,16.35,70,0,2.06,US,1700181540
145,tashtagol,52.7657,87.8894,1.4,92,100,0.89,RU,1700181841
146,haiku-pauwela,20.9219,-156.3051,25.14,78,40,6.69,US,1700181719
147,vorgashor,67.5833,63.95,-18.04,98,100,3.44,RU,1700181629
148,alofi,-19.0595,-169.9187,27.94,89,75,3.6,NU,1700181826
149,severo-yeniseyskiy,60.3725,93.0408,-2.46,94,100,4.47,RU,1700181842
150,jaunpiebalga,57.1833,26.05,-3.47,79,14,1.87,LV,1700181843
151,petropavlovsk-kamchatsky,53.0452,158.6483,-4.67,80,20,7.15,RU,1700181612
152,cururupu,-1.8283,-44.8683,24.69,86,10,1.85,BR,1700181843
153,raichur,16.2,77.3667,21.27,58,79,3.0,IN,1700181560
154,cuatro cienegas de carranza,26.9833,-102.0833,20.85,60,5,1.22,MX,1700181844
155,leshan,29.5623,103.7639,10.92,75,100,0.36,CN,1700181845
156,kristiansund,63.1115,7.732,-0.64,64,25,2.57,NO,1700181768
157,ghat,24.9647,10.1728,17.16,43,0,1.64,LY,1700181630
158,luderitz,-26.6481,15.1594,17.98,74,66,1.71,NA,1700181758
159,new plymouth,-39.0667,174.0833,17.67,95,100,8.34,NZ,1700181846
160,kirakira,-10.4544,161.9205,28.58,75,16,4.43,SB,1700181661
161,sitka,57.0531,-135.33,7.94,87,100,2.06,US,1700181619
162,taltal,-25.4,-70.4833,17.84,67,100,1.84,CL,1700181847
163,avarua,-21.2078,-159.775,25.03,65,75,6.17,CK,1700181624
164,nadym,65.5333,72.5167,-17.02,90,100,3.82,RU,1700181719
165,akureyri,65.6835,-18.0878,-7.04,93,82,0.0,IS,1700181664
166,nar'yan-mar,67.6713,53.087,-13.27,97,88,2.24,RU,1700181713
167,san borja,-14.8167,-66.85,33.27,41,100,3.4,BO,1700181849
168,tutong,4.8,114.65,27.05,95,100,3.02,BN,1700181849
169,tapah road,4.1667,101.2,25.99,83,100,0.46,MY,1700181849
170,nhamunda,-2.1861,-56.7131,29.89,44,9,1.68,BR,1700181850
171,amursk,50.2261,136.8994,-6.68,83,100,4.65,RU,1700181850
172,tofol,5.3248,163.0078,28.88,79,75,1.54,FM,1700181851
173,corning,42.1428,-77.0547,9.85,82,0,0.0,US,1700181601
174,atafu village,-8.5421,-172.5159,29.62,73,14,3.29,TK,1700181638
175,shumikha,55.2261,63.2961,2.04,98,100,3.24,RU,1700181852
176,yumaguzino,52.9041,56.3933,4.45,92,100,4.06,RU,1700181852
177,selkirk,50.1436,-96.8845,-1.96,80,11,0.45,CA,1700181852
178,port lincoln,-34.7333,135.8667,16.71,63,13,6.75,AU,1700181691
179,paita,-5.0892,-81.1144,21.02,81,100,7.9,PE,1700181853
180,sotouboua,8.5667,0.9833,25.02,69,59,1.08,TG,1700181854
181,namibe,-15.1961,12.1522,23.97,72,100,3.22,AO,1700181636
182,susuman,62.7833,148.1667,-30.36,99,82,1.19,RU,1700181691
183,gadzhiyevo,69.2551,33.3362,-7.69,81,100,9.35,RU,1700181854
184,eenhana,-17.4667,16.3333,19.82,82,100,0.66,NA,1700181855
185,galesong,-5.3166,119.3661,30.01,68,100,0.37,ID,1700181855
186,ubari,26.5921,12.7805,16.35,50,0,1.58,LY,1700181761
187,yanykurgan,43.915,67.2481,12.26,28,100,5.21,KZ,1700181856
188,tazacorte,28.629,-17.9293,25.64,29,0,3.6,ES,1700181772
189,atvidaberg,58.2015,15.9977,-0.34,97,100,3.49,SE,1700181857
190,miri,4.4148,114.0089,25.08,94,20,0.0,MY,1700181809
191,kapuskasing,49.4169,-82.4331,11.05,62,100,9.26,CA,1700181658
192,orapa,-21.2833,25.3667,25.3,30,100,2.79,BW,1700181859
193,merano,46.6682,11.1595,11.99,83,26,1.4,IT,1700181859
194,st. john's,47.5649,-52.7093,0.54,80,100,2.57,CA,1700181624
195,lompoc,34.6391,-120.4579,20.94,69,20,6.17,US,1700181736
196,antofagasta,-23.65,-70.4,16.6,78,100,2.32,CL,1700181861
197,kuanda,56.3161,116.0806,-11.98,81,100,1.34,RU,1700181861
198,kish,26.5578,54.0194,21.15,88,100,3.09,IR,1700181861
199,dunedin,-45.8742,170.5036,9.33,78,100,4.47,NZ,1700181674
200,weno,7.4515,151.8468,27.97,89,100,1.54,FM,1700181714
201,ilulissat,69.2167,-51.1,-9.99,79,0,1.54,GL,1700181643
202,howrah,22.5892,88.3103,23.0,88,75,5.14,IN,1700181782
203,vilyuchinsk,52.9306,158.4028,-3.85,80,100,3.93,RU,1700181695
204,solnechnyy,50.7214,136.6319,-8.32,79,100,2.33,RU,1700181863
205,carnarvon,-24.8667,113.6333,26.18,60,0,3.77,AU,1700181610
206,pandan,14.0453,124.1694,27.2,84,100,8.34,PH,1700181864
207,arta,39.1606,20.9853,12.8,86,69,0.89,GR,1700181864
208,codrington,-38.2667,141.9667,16.07,53,93,5.44,AU,1700181766
209,prince rupert,54.3161,-130.3201,8.83,95,100,16.98,CA,1700181732
210,oruro,-17.9833,-67.15,13.31,52,49,5.68,BO,1700181865
211,khandyga,62.6667,135.6,-18.1,95,94,2.2,RU,1700181630
212,avanigadda,16.0215,80.9181,23.3,91,99,1.84,IN,1700181866
213,phitsanulok,16.9167,100.5,22.06,82,100,1.37,TH,1700181866
214,mugia,43.1041,-9.2179,11.76,79,75,1.43,ES,1700181867
215,ayacucho,-13.1583,-74.2239,16.98,69,85,1.55,PE,1700181762
216,turkmenbasy,40.0222,52.9552,16.43,94,100,3.09,TM,1700181867
217,springs,-26.25,28.4,17.97,85,100,0.72,ZA,1700181868
218,kindu,-2.95,25.95,21.39,100,100,1.21,CD,1700181762
219,cidreira,-30.1811,-50.2056,20.64,83,100,3.18,BR,1700181719
220,leava,-14.3,-178.1667,28.79,75,10,2.43,WF,1700181869
221,parasia,22.2,78.7667,14.68,57,0,2.4,IN,1700181869
222,klyuchi,52.2667,79.1667,5.4,76,100,0.82,RU,1700181649
223,kenai,60.5544,-151.2583,2.27,79,100,11.32,US,1700181681
224,parfino,57.9731,31.6481,-5.42,92,8,1.23,RU,1700181870
225,vila franca do campo,37.7167,-25.4333,21.6,99,100,9.13,PT,1700181716
226,kuta,-8.7233,115.1723,27.97,83,20,3.6,ID,1700181871
227,cornelio procopio,-23.1811,-50.6467,27.01,37,97,0.78,BR,1700181871
228,saint-paul,-21.0096,55.2707,23.06,94,71,2.18,RE,1700181872
229,badger,64.8,-147.5333,-5.36,89,75,0.0,US,1700181723
230,yuzhno-kurilsk,44.0306,145.8556,9.65,73,99,11.93,RU,1700181820
231,siddapur,14.3333,74.8833,19.41,73,100,2.33,IN,1700181873
232,whitehorse,60.7161,-135.0538,2.43,51,20,6.17,CA,1700181708
233,yemva,62.59,50.8594,-10.47,95,71,2.23,RU,1700181785
234,shakhtersk,48.0625,38.5167,6.5,83,88,5.49,UA,1700181874
235,znojmo,48.8555,16.0488,7.28,94,100,1.64,CZ,1700181875
236,leer,53.2316,7.461,3.85,95,100,2.01,DE,1700181875
237,tindouf,27.6711,-8.1474,17.25,25,0,2.57,DZ,1700181705
238,ginir,7.1333,40.7,14.05,88,71,1.49,ET,1700181876
239,bazarnyye mataki,54.8833,49.9333,-0.55,94,95,2.24,RU,1700181876
240,vilhena,-12.7406,-60.1458,26.74,37,99,1.73,BR,1700181877
241,cozumel,20.5083,-86.9458,27.19,79,20,5.14,MX,1700181877
242,bardai,11.65,7.2333,21.55,56,86,4.19,NG,1700181877
243,longyearbyen,78.2186,15.6401,-12.09,72,75,5.14,SJ,1700181616
244,tumkur,13.3422,77.1017,19.67,77,93,2.03,IN,1700181878
245,recani,31.2846,-4.2688,17.28,25,1,1.34,MA,1700181879
246,albertina,-22.2008,-46.6158,23.9,47,32,1.82,BR,1700181879
247,shenjiamen,29.9576,122.298,12.54,50,1,10.72,CN,1700181879
248,naze,28.3667,129.4833,18.51,62,100,8.45,JP,1700181880
249,labrador city,52.9463,-66.9114,-5.05,86,75,3.09,CA,1700181719
250,new norfolk,-42.7826,147.0587,19.95,49,21,4.09,AU,1700181734
251,pacific grove,36.6177,-121.9166,19.19,78,40,5.81,US,1700181881
252,nikel,69.4128,30.222,-7.9,87,100,4.77,RU,1700181881
253,afua,-0.1567,-50.3867,25.99,79,3,2.65,BR,1700181881
254,okhotsk,59.3833,143.3,-16.44,82,2,5.57,RU,1700181618
255,bikin,46.8161,134.26,2.13,98,100,3.31,RU,1700181882
256,verkhnevilyuysk,63.4453,120.3167,-5.44,92,100,4.18,RU,1700181882
257,coyhaique,-45.5752,-72.0662,8.34,87,100,2.06,CL,1700181882
258,aykhal,66.0,111.5,-8.92,93,100,6.24,RU,1700181743
259,parun,35.4207,70.9221,0.86,39,66,3.21,AF,1700181883
260,broken hill,-31.95,141.4333,21.72,26,0,5.64,AU,1700181883
261,iskateley,67.6803,53.1512,-13.32,97,84,2.24,RU,1700181643
262,emerald,-23.5333,148.1667,35.55,4,11,4.05,AU,1700181778
263,musoma,-1.5,33.8,19.39,83,21,2.68,TZ,1700181884
264,nora,59.5193,15.0398,-1.56,85,22,1.72,SE,1700181884
265,najafabad,32.6344,51.3668,5.3,61,1,2.73,IR,1700181884
266,eureka,40.8021,-124.1637,18.34,86,4,2.4,US,1700181884
267,seven pagodas,12.6264,80.1722,26.14,87,77,4.56,IN,1700181885
268,giyani,-23.3025,30.7187,21.03,55,28,1.05,ZA,1700181885
269,fada,9.5667,8.3,22.98,37,98,3.72,NG,1700181885
270,twin falls,42.3505,-114.6445,10.19,46,0,3.6,US,1700181885
271,szczebrzeszyn,50.695,22.9795,2.56,84,100,4.57,PL,1700181886
272,puerto deseado,-47.7503,-65.8938,11.42,72,100,7.3,AR,1700181626
273,pimentel,-6.8367,-79.9342,20.16,83,0,9.26,PE,1700181886
274,tinajo,29.0788,-13.7081,20.49,49,0,4.63,ES,1700181887
275,kailua-kona,19.6406,-155.9956,27.98,79,40,5.14,US,1700181675
276,remire-montjoly,4.9167,-52.2667,28.02,83,40,2.57,GF,1700181694
277,horta,38.5333,-28.6333,20.57,92,100,9.83,PT,1700181663
278,korsakov,46.6328,142.7813,7.91,77,100,7.89,RU,1700181888
279,puerto ayora,-0.7393,-90.3518,23.08,97,99,2.68,EC,1700181602
280,fortuna,40.5982,-124.1573,18.19,88,0,3.6,US,1700181449
281,juan griego,11.0817,-63.9655,26.94,87,66,5.19,VE,1700181724
282,tura,25.5198,90.2201,18.97,93,100,2.01,IN,1700181609
283,rifle,39.5347,-107.7831,8.39,88,75,3.09,US,1700181667
284,kavaratti,10.5669,72.642,28.25,76,99,3.63,IN,1700181636
285,thunder bay,48.4001,-89.3168,4.99,56,100,9.77,CA,1700181729
286,garden city,42.3256,-83.331,15.64,55,75,5.14,US,1700181762
287,kudahuvadhoo,2.6708,72.8944,27.96,75,72,2.68,MV,1700181890
288,saurimo,-9.6608,20.3916,18.41,91,100,1.09,AO,1700181890
289,klaksvik,62.2266,-6.589,3.51,59,80,5.28,FO,1700181890
290,kone,-21.0595,164.8658,29.99,48,16,1.03,NC,1700181622
291,togur,58.3631,82.8265,1.75,98,100,5.81,RU,1700181891
292,yangshuo,24.7808,110.4897,11.93,70,7,1.32,CN,1700181891
293,coos bay,43.3665,-124.2179,14.57,88,40,2.57,US,1700181891
294,suva,-18.1416,178.4415,29.71,74,40,3.09,FJ,1700181891
295,siracusa,37.0881,15.2792,17.77,78,2,2.18,IT,1700181892
296,callao,-12.0667,-77.15,23.18,77,100,5.66,PE,1700181683
297,auki,-8.7676,160.7034,27.97,79,36,1.1,SB,1700181893
298,city of balikpapan,-1.242,116.8942,27.97,83,20,1.03,ID,1700181893
299,oiso,35.3031,139.3028,13.44,85,100,1.93,JP,1700181893
300,letterkenny,54.95,-7.7333,4.48,94,100,1.65,IE,1700181851
301,constantia,44.1833,28.65,6.5,60,100,1.12,RO,1700181473
302,lamu,-2.2717,40.902,25.12,87,12,2.3,KE,1700181894
303,yulinshi,38.2906,109.7494,1.06,37,0,3.09,CN,1700181894
304,sanniquellie,7.3622,-8.7061,20.81,87,20,0.94,LR,1700181895
305,uliastay,47.7417,96.8444,-8.8,58,0,3.42,MN,1700181895
306,topeka,39.0483,-95.678,16.43,71,0,3.6,US,1700181639
307,nago,26.5881,127.9761,21.47,52,100,8.3,JP,1700181895
308,ziro,27.6333,93.8333,6.41,55,100,1.19,IN,1700181896
309,nova sintra,14.8667,-24.7167,23.73,69,93,2.4,CV,1700181629
310,helston,50.1032,-5.2705,11.27,77,40,4.12,GB,1700181896
311,saint-francois,46.4154,3.9054,9.8,72,100,6.69,FR,1700181896
312,suances,43.4334,-4.0434,14.43,95,75,3.09,ES,1700181897
313,nyons,44.3333,5.1667,1.86,83,11,3.48,FR,1700181897
314,abasolo,20.45,-101.5167,19.21,32,0,0.52,MX,1700181897
315,jayapura,-2.5333,140.7,28.66,71,83,1.82,ID,1700181565
316,xining,36.6167,101.7667,-0.78,26,0,0.95,CN,1700181656
317,utrik,11.2278,169.8474,28.2,78,15,7.43,MH,1700181798
318,sokcho,38.2083,128.5911,5.34,38,0,6.69,KR,1700181898
319,bamboo flat,11.7,92.7167,28.05,83,40,2.06,IN,1700181706
320,huilong,31.8111,121.655,10.41,52,0,8.48,CN,1700181729
321,preobrazheniye,42.9019,133.9064,5.64,88,63,3.61,RU,1700181651
322,nouadhibou,20.931,-17.0347,22.99,56,0,6.17,MR,1700181687
323,masterton,-40.9597,175.6575,15.49,95,100,4.96,NZ,1700181899
324,tezu,27.9167,96.1667,20.15,41,100,1.08,IN,1700181900
325,rakops,-21.0167,24.3333,25.33,54,100,3.07,BW,1700181900
326,tabou,4.423,-7.3528,25.62,86,9,1.96,CI,1700181644
327,al hamul,31.3115,31.1477,20.78,81,84,1.75,EG,1700181900
328,necochea,-38.5473,-58.7368,11.56,64,22,6.8,AR,1700181779
329,nuuk,64.1835,-51.7216,-1.66,80,75,1.03,GL,1700181697
330,huarmey,-10.0681,-78.1522,20.17,86,96,4.75,PE,1700181703
331,caleta de carquin,-11.0925,-77.6267,19.79,85,100,5.08,PE,1700181611
332,narvik,68.4384,17.4272,1.0,98,100,2.03,NO,1700181902
333,dabeiba,7.0017,-76.2672,24.02,97,99,0.65,CO,1700181903
334,port shepstone,-30.7414,30.455,21.55,81,100,4.11,ZA,1700181903
335,yatou,37.15,122.3833,4.23,64,58,7.52,CN,1700181904
336,andalgala,-27.5819,-66.3165,18.29,64,32,2.91,AR,1700181759
337,lyubashivka,47.8372,30.2598,1.36,77,3,3.22,UA,1700181905
338,lazaro cardenas,17.9583,-102.2,27.71,81,11,1.9,MX,1700181905
339,manokwari,-0.8667,134.0833,28.75,74,7,2.42,ID,1700181906
340,ola,59.5833,151.2833,-13.56,71,14,1.73,RU,1700181620
341,richards bay,-28.783,32.0377,20.85,83,100,5.18,ZA,1700181675
342,afaahiti,-17.75,-149.2833,27.93,81,100,10.6,PF,1700181675
343,three rivers,41.9439,-85.6325,15.32,63,100,4.63,US,1700181907
344,smithers,54.7804,-127.1743,2.18,93,100,2.06,CA,1700181671
345,susaki,33.3667,133.2833,15.04,58,5,5.84,JP,1700181908
346,fort mcmurray,56.7268,-111.381,-3.23,80,100,1.54,CA,1700181490
347,targuist,34.9377,-4.3186,13.97,45,12,0.52,MA,1700181909
348,xiaoweizhai,26.1903,107.5125,10.64,63,77,1.63,CN,1700181910
349,gradignan,44.7726,-0.6139,12.14,91,75,2.06,FR,1700181910
350,port moresby,-9.4431,147.1797,29.68,66,40,2.57,PG,1700181893
351,opuwo,-18.0607,13.84,21.06,79,46,1.02,NA,1700181776
352,bondo,3.8146,23.6866,20.96,100,100,1.22,CD,1700181911
353,paijan,-7.7333,-79.3022,18.57,81,100,4.63,PE,1700181912
354,namdrik,5.5994,168.1028,28.39,78,94,5.5,MH,1700181912
355,mili,6.0815,171.735,28.72,76,100,6.45,MH,1700181672
356,chittur,10.7,76.75,26.75,99,17,1.46,IN,1700181913
357,minas de marcona,-15.2119,-75.1103,15.16,84,100,6.47,PE,1700181913
358,priozersk,61.0393,30.1291,-5.51,85,26,1.6,RU,1700181914
359,fort bragg,35.139,-79.006,16.75,78,0,0.0,US,1700181767
360,nevel',56.0209,29.9284,-3.76,83,8,1.68,RU,1700181915
361,ageyevo,54.1588,36.4693,0.5,90,100,3.34,RU,1700181915
362,ercis,39.0287,43.3586,7.39,90,100,4.85,TR,1700181916
363,moron,-34.6534,-58.6198,22.86,45,0,0.8,AR,1700181916
364,iguape,-24.7081,-47.5553,23.43,93,92,3.12,BR,1700181916
365,salalah,17.0151,54.0924,26.05,83,40,1.03,OM,1700181917
366,hobyo,5.3505,48.5268,27.62,78,11,2.99,SO,1700181917
367,greymouth,-42.4667,171.2,13.75,96,100,5.48,NZ,1700181616
